                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0854,                  5.305,                0.69938,                 3.9594,                 2.4351,                 0.6084,                   0.45,                0.39144,                0.19646,                0.30189,                    0.1,                0.09974,                0.02391,                 1.2504,                 6.6532,                0.68328,                 2.0148,                 1.8349,                  8e-05,                  8e-05,                  8e-05
                      2,                 1.0107,                 5.0359,                0.70792,                 1.7918,                 1.4349,                0.68492,                   0.75,                0.69236,                0.50113,                0.06994,                    0.1,                0.03377,                0.00514,                0.83351,                 5.9846,                0.69401,                   3.22,                 1.4366,             0.00017822,             0.00017822,             0.00017822
