                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.78762,                 3.3069,                0.52499,                0.59223,                   1.13,                0.91508,                0.89812,                0.96358,                0.77282,                0.72529,                0.61111,                0.61973,                0.33468,                0.88219,                 4.2071,                0.20662,                0.61313,                 1.2456,              0.0016172,              0.0016172,              0.0016172
                     89,                0.77128,                  3.403,                0.53106,                0.60567,                 1.1718,                0.85419,                0.81378,                0.90788,                0.75315,                0.75672,                0.61111,                0.62685,                0.30928,                 0.9774,                 4.3275,                0.16931,                0.73697,                 1.3292,              0.0016128,              0.0016128,              0.0016128
                     90,                0.80575,                 3.4224,                0.50227,                0.59804,                 1.2089,                0.91261,                0.87038,                 0.9482,                0.76639,                 0.6892,                0.55442,                0.46959,                0.18517,                0.94896,                 4.4185,                0.14851,                0.96111,                 1.2663,              0.0016084,              0.0016084,              0.0016084
                     91,                0.73132,                 3.6031,                0.51963,                0.56302,                 1.1405,                0.98494,                0.94444,                0.97348,                0.80162,                 0.7825,                0.66667,                0.68826,                0.25845,                0.72775,                 4.2602,                0.13206,                 0.6266,                 1.1927,               0.001604,               0.001604,               0.001604
                     92,                0.74239,                 3.5001,                0.51523,                0.59169,                  1.146,                 0.9955,                0.91667,                0.98521,                0.79243,                 0.7472,                0.65703,                0.69186,                0.27312,                0.74442,                 3.9612,                0.18009,                 0.6235,                 1.2264,              0.0015996,              0.0015996,              0.0015996
                     93,                0.70813,                  3.233,                0.50975,                0.58518,                   1.11,                0.75266,                   0.75,                0.84406,                0.61494,                0.52486,                0.58301,                0.50462,                0.18334,                0.87122,                  4.254,                0.24889,                0.86734,                 1.3973,              0.0015952,              0.0015952,              0.0015952
                     94,                0.79201,                 3.6198,                0.48564,                0.63962,                 1.1541,                      1,                0.93707,                0.98345,                0.78515,                0.80811,                0.77778,                0.77592,                0.31736,                0.74276,                 3.2688,                0.17401,                0.63843,                 1.2388,              0.0015908,              0.0015908,              0.0015908
                     95,                0.77139,                 3.2525,                0.50107,                0.57301,                 1.1538,                0.97109,                 0.9332,                0.97088,                 0.7882,                0.84788,                0.77422,                0.78839,                0.38381,                 0.7643,                 2.8242,                0.21863,                0.68926,                 1.2189,              0.0015864,              0.0015864,              0.0015864
                     96,                0.74563,                  3.185,                0.51171,                0.59259,                 1.1608,                0.97018,                 0.9041,                0.95349,                0.81456,                  0.881,                0.82278,                0.84596,                0.41019,                0.68524,                 3.8093,                0.21014,                0.70735,                 1.1484,               0.001582,               0.001582,               0.001582
                     97,                0.73925,                 3.4302,                0.51431,                0.61624,                 1.1161,                0.98133,                0.88889,                0.93261,                0.78714,                0.83334,                   0.75,                0.74855,                0.40164,                0.66338,                 3.8259,                0.18286,                0.63628,                 1.1508,              0.0015776,              0.0015776,              0.0015776
                     98,                0.72532,                 2.9125,                0.46991,                0.58026,                 1.1354,                0.91918,                      1,                0.98654,                 0.8369,                0.92491,                0.77778,                0.84692,                0.45614,                 0.6824,                 3.5883,                0.15303,                0.56555,                 1.1741,              0.0015732,              0.0015732,              0.0015732
                     99,                0.70157,                 3.0505,                0.50011,                0.57394,                 1.1102,                0.99312,                0.94444,                0.98938,                0.83425,                0.89938,                0.74498,                  0.822,                0.40641,                0.74591,                 4.0257,                0.16035,                0.60655,                 1.2402,              0.0015688,              0.0015688,              0.0015688
                    100,                0.72985,                  3.099,                0.51896,                0.57957,                 1.1372,                0.92516,                0.97222,                0.98617,                0.79627,                  0.739,                0.72222,                0.64494,                0.35592,                0.84804,                 5.0839,                0.18354,                0.63869,                 1.2904,              0.0015644,              0.0015644,              0.0015644
                    101,                0.74741,                  3.198,                0.49203,                0.58356,                 1.1415,                 0.9695,                      1,                0.99446,                 0.8095,                0.86158,                0.69171,                0.63966,                0.33026,                0.85388,                  5.151,                0.17575,                0.68389,                 1.2787,                0.00156,                0.00156,                0.00156
                    102,                0.70993,                  2.963,                0.51892,                0.54957,                 1.1335,                0.99044,                0.97222,                0.99256,                0.84434,                0.81275,                   0.75,                0.72827,                0.36261,                0.74178,                   4.46,                0.16759,                0.51337,                 1.1719,              0.0015556,              0.0015556,              0.0015556
                    103,                0.69105,                 3.4753,                0.48172,                0.54023,                 1.1242,                0.97395,                0.91667,                0.98247,                0.84339,                0.72293,                0.80556,                0.78457,                0.41472,                0.70652,                  3.762,                0.16284,                0.57987,                 1.1748,              0.0015512,              0.0015512,              0.0015512
                    104,                0.71243,                 3.1925,                0.51999,                 0.5497,                 1.1227,                0.91813,                0.94444,                0.98106,                0.84807,                0.75653,                   0.75,                 0.7459,                0.39923,                0.63124,                 3.6032,                0.19233,                0.58697,                 1.1471,              0.0015468,              0.0015468,              0.0015468
                    105,                0.71139,                 3.2667,                0.48703,                0.57561,                 1.1286,                0.94964,                0.97222,                0.99228,                0.82886,                0.83834,                0.86111,                0.84281,                0.47032,                0.71239,                 3.3614,                0.18255,                0.57529,                 1.2508,              0.0015424,              0.0015424,              0.0015424
                    106,                0.66643,                  2.754,                0.47277,                0.49748,                 1.0979,                      1,                0.88353,                0.97725,                0.81154,                 0.7943,                0.85817,                0.82828,                0.46624,                0.75333,                 2.6672,                0.16792,                0.69844,                  1.264,               0.001538,               0.001538,               0.001538
                    107,                0.72925,                   3.27,                0.49033,                0.54956,                 1.1289,                 0.9128,                0.94444,                0.97935,                0.82179,                0.80995,                   0.75,                 0.7901,                0.41803,                0.80625,                 3.0276,                0.17944,                0.70126,                 1.2819,              0.0015336,              0.0015336,              0.0015336
                    108,                0.68629,                 3.0237,                0.49001,                0.51873,                 1.0785,                0.92066,                0.96708,                 0.9715,                0.78084,                0.76245,                0.80247,                 0.7602,                0.37784,                0.78431,                 3.1558,                0.16601,                0.67617,                 1.2688,              0.0015292,              0.0015292,              0.0015292
                    109,                0.71418,                 3.1596,                0.50593,                0.55751,                 1.1412,                0.90583,                0.91667,                0.96467,                0.80206,                0.86418,                   0.75,                0.82433,                0.37749,                0.76914,                 2.8001,                0.15395,                0.62222,                 1.2747,              0.0015248,              0.0015248,              0.0015248
                    110,                0.72037,                 3.1336,                0.47229,                0.55673,                 1.1057,                0.94275,                 0.9149,                0.96303,                0.82786,                 0.8517,                0.79785,                0.84327,                 0.4401,                0.70901,                 2.5458,                 0.1622,                0.60572,                  1.218,              0.0015204,              0.0015204,              0.0015204
                    111,                0.72929,                 3.3678,                0.49967,                0.56764,                 1.1237,                 0.9184,                0.93808,                0.95847,                0.82477,                0.77863,                0.77778,                0.75106,                0.37214,                0.79898,                 3.0107,                0.18509,                0.57889,                 1.2098,               0.001516,               0.001516,               0.001516
                    112,                0.78192,                 3.1996,                0.48273,                0.57689,                 1.1669,                0.90685,                0.88889,                0.96317,                0.78128,                0.76685,                   0.75,                0.79389,                0.34101,                0.74373,                 3.2806,                0.20195,                0.56531,                 1.1866,              0.0015116,              0.0015116,              0.0015116
                    113,                0.66546,                 3.0502,                0.49877,                0.50448,                 1.0956,                0.95963,                0.94444,                0.98865,                0.85012,                0.77363,                   0.75,                0.75019,                0.39171,                0.62775,                 3.2321,                0.19958,                0.52971,                 1.1504,              0.0015072,              0.0015072,              0.0015072
                    114,                0.72429,                  2.919,                0.49123,                0.56265,                 1.1368,                 0.9614,                      1,                  0.995,                 0.8335,                0.82127,                0.86111,                0.85419,                 0.4136,                0.54758,                 2.8475,                0.18309,                0.52324,                  1.089,              0.0015028,              0.0015028,              0.0015028
                    115,                0.72872,                 2.7294,                0.49819,                0.55088,                 1.1421,                0.97075,                0.92209,                0.98754,                0.84681,                0.79923,                0.77413,                0.71617,                0.39632,                0.57706,                 2.8277,                0.19493,                0.50054,                 1.0787,              0.0014984,              0.0014984,              0.0014984
                    116,                0.69314,                 2.7661,                0.49955,                0.57213,                 1.1307,                0.94539,                      1,                0.99145,                0.83426,                0.78129,                0.72222,                0.70208,                0.39637,                0.66312,                 2.7433,                0.18703,                0.49017,                 1.1081,               0.001494,               0.001494,               0.001494
                    117,                0.72655,                  3.065,                0.46825,                 0.5748,                  1.149,                      1,                0.99045,                  0.995,                0.84885,                0.79939,                0.72222,                0.71959,                0.42751,                0.70088,                  2.625,                0.18887,                0.44998,                 1.1057,              0.0014896,              0.0014896,              0.0014896
                    118,                0.69267,                 3.0082,                0.48356,                0.50678,                 1.0922,                      1,                0.96994,                0.99395,                 0.8839,                0.84336,                0.80556,                0.81212,                0.46206,                0.69145,                 3.5665,                0.21772,                0.50112,                 1.0882,              0.0014852,              0.0014852,              0.0014852
                    119,                0.74238,                 2.9713,                0.47951,                0.55349,                 1.1779,                0.96522,                0.94444,                0.99237,                0.88613,                 0.8071,                0.80556,                0.83696,                0.46767,                0.70347,                 3.6269,                0.21315,                 0.4956,                 1.1323,              0.0014808,              0.0014808,              0.0014808
                    120,                0.66947,                 3.0921,                0.49656,                0.55063,                 1.1065,                0.98335,                0.94444,                0.99263,                0.83472,                0.78576,                   0.75,                0.74691,                0.42873,                0.67044,                 3.6427,                0.21167,                0.53796,                 1.1297,              0.0014764,              0.0014764,              0.0014764
                    121,                0.67946,                  3.074,                0.46276,                0.54977,                 1.0845,                0.97197,                0.96348,                0.98782,                0.87849,                0.80423,                0.79891,                0.78243,                0.43624,                0.63773,                 3.7551,                0.21353,                0.54561,                 1.1146,               0.001472,               0.001472,               0.001472
                    122,                0.65173,                  2.818,                0.46076,                0.54296,                 1.0787,                 0.9686,                      1,                0.99446,                 0.8816,                0.85688,                0.83161,                 0.8222,                0.47211,                0.63871,                 3.4828,                0.17995,                 0.4974,                 1.1172,              0.0014676,              0.0014676,              0.0014676
                    123,                0.73926,                 2.8368,                0.50671,                0.57568,                  1.142,                0.96701,                      1,                0.99446,                0.88138,                0.84986,                0.83333,                0.83452,                0.43736,                0.62014,                 3.3425,                0.16897,                0.47402,                 1.1031,              0.0014632,              0.0014632,              0.0014632
                    124,                0.71494,                 2.9499,                0.48675,                0.57032,                 1.1202,                      1,                0.99641,                  0.995,                0.87964,                0.83295,                 0.8311,                 0.8082,                0.41418,                0.61484,                 3.4657,                0.17776,                0.44822,                 1.1281,              0.0014588,              0.0014588,              0.0014588
                    125,                0.69926,                 2.9434,                0.51589,                0.56601,                 1.1274,                0.94626,                0.97832,                0.99311,                0.87636,                0.82308,                0.77545,                0.78035,                0.45083,                0.67707,                 3.6845,                0.22029,                0.50285,                 1.1977,              0.0014544,              0.0014544,              0.0014544
                    126,                0.66703,                 2.5893,                0.46719,                0.54462,                 1.1039,                      1,                0.91117,                0.98508,                0.85859,                0.84611,                0.76387,                0.82215,                0.46818,                0.69103,                 3.6637,                 0.2474,                0.47638,                 1.1582,                0.00145,                0.00145,                0.00145
                    127,                0.66282,                 2.9306,                0.47289,                0.53794,                 1.1151,                0.96769,                0.94444,                0.99184,                0.86574,                0.75713,                0.83333,                0.82753,                0.49402,                0.66108,                 3.5008,                0.23595,                0.48175,                 1.1103,              0.0014456,              0.0014456,              0.0014456
                    128,                 0.6777,                 2.6638,                0.43758,                0.52035,                 1.0635,                      1,                0.96995,                0.99256,                0.85611,                0.78908,                   0.75,                0.74988,                0.44787,                0.63473,                 3.6346,                0.23239,                0.52176,                 1.1182,              0.0014412,              0.0014412,              0.0014412
                    129,                0.66263,                  2.625,                  0.466,                0.50957,                 1.1104,                0.96414,                0.97222,                0.99089,                0.83985,                0.84681,                0.61432,                0.69492,                0.44608,                0.63761,                 3.8436,                0.21305,                0.56704,                 1.1283,              0.0014368,              0.0014368,              0.0014368
                    130,                0.61601,                 2.4486,                0.46178,                0.49168,                 1.0763,                0.96618,                      1,                0.99365,                0.83836,                0.72326,                   0.75,                0.71153,                0.37402,                0.66753,                 4.2373,                0.18723,                0.56131,                  1.157,              0.0014324,              0.0014324,              0.0014324
                    131,                0.68747,                 2.7896,                0.45927,                0.54234,                 1.1353,                0.94716,                0.99586,                0.99237,                0.85061,                0.78921,                0.83204,                0.78691,                0.38807,                 0.6514,                 3.6465,                0.16393,                0.47432,                 1.1174,               0.001428,               0.001428,               0.001428
                    132,                0.69618,                 2.9867,                0.45945,                0.52656,                 1.1117,                0.99679,                0.91667,                0.98709,                0.83107,                0.87344,                0.77778,                  0.785,                0.37751,                0.63744,                 3.6734,                0.17712,                 0.4787,                 1.1112,              0.0014236,              0.0014236,              0.0014236
                    133,                0.70346,                 2.8224,                0.47982,                0.55925,                  1.126,                0.94119,                0.88912,                0.98232,                0.84263,                0.74791,                0.83333,                 0.7906,                0.42106,                0.62346,                 3.2604,                0.17799,                0.50733,                 1.0891,              0.0014192,              0.0014192,              0.0014192
                    134,                0.59927,                 2.5217,                0.49041,                0.51339,                 1.0758,                0.92231,                0.98943,                0.99184,                0.83883,                0.82282,                0.86111,                0.85333,                0.41835,                0.62184,                 2.5138,                0.17852,                0.53111,                 1.0847,              0.0014148,              0.0014148,              0.0014148
                    135,                0.62182,                 2.9077,                0.44521,                0.50215,                 1.0663,                0.96779,                      1,                0.99446,                0.86461,                0.90881,                0.91667,                0.88996,                0.42374,                0.63302,                 2.2973,                0.17914,                 0.5666,                 1.0851,              0.0014104,              0.0014104,              0.0014104
                    136,                0.65616,                 2.7648,                0.47539,                0.53304,                 1.0801,                      1,                0.99385,                  0.995,                0.87201,                0.84543,                0.83333,                0.79639,                0.43503,                0.61324,                 2.4802,                 0.1877,                0.60705,                 1.0895,               0.001406,               0.001406,               0.001406
                    137,                 0.6743,                 2.6853,                0.45153,                0.54319,                 1.1129,                0.97042,                      1,                0.99149,                0.85662,                0.71045,                0.72222,                0.63228,                0.37313,                 0.5547,                 3.9238,                0.18177,                0.46225,                 1.0314,              0.0014016,              0.0014016,              0.0014016
                    138,                0.64748,                 3.0654,                0.49168,                0.54018,                 1.1014,                0.84725,                0.92456,                0.95868,                0.83646,                0.72096,                0.66667,                0.66572,                0.35593,                0.55894,                 4.5006,                0.23244,                0.48383,                 1.0494,              0.0013972,              0.0013972,              0.0013972
                    139,                0.65558,                 2.8188,                0.45322,                0.53929,                  1.108,                0.80661,                0.86111,                0.88988,                0.77514,                0.82057,                0.52778,                0.60246,                0.31273,                 0.6105,                 4.8227,                0.30169,                0.60382,                  1.104,              0.0013928,              0.0013928,              0.0013928
                    140,                0.62621,                 2.7038,                0.46368,                0.48957,                 1.0853,                 0.8885,                0.91667,                0.97317,                0.84227,                0.75757,                0.69444,                0.67021,                0.37043,                 0.5662,                 4.1434,                0.25708,                0.56953,                 1.0805,              0.0013884,              0.0013884,              0.0013884
                    141,                0.59689,                  2.823,                0.45265,                0.49077,                 1.0528,                0.96715,                0.97222,                0.99145,                0.87914,                0.70055,                0.69444,                0.63372,                0.39883,                0.48872,                 3.9345,                0.19762,                0.41828,                 1.0274,               0.001384,               0.001384,               0.001384
                    142,                0.61149,                 2.6127,                 0.4781,                0.50299,                 1.0729,                0.99634,                      1,                  0.995,                0.87928,                0.77454,                0.77778,                0.70974,                0.42648,                0.50921,                 3.6841,                0.20212,                0.41724,                 1.0463,              0.0013796,              0.0013796,              0.0013796
                    143,                 0.6241,                 2.6218,                0.43986,                0.47399,                  1.069,                0.99777,                      1,                  0.995,                0.89131,                0.80357,                0.80556,                0.74078,                0.43795,                0.53381,                 3.3995,                0.18934,                0.40865,                 1.0662,              0.0013752,              0.0013752,              0.0013752
                    144,                0.67008,                 2.4273,                0.46776,                0.52301,                  1.111,                0.99594,                      1,                  0.995,                0.88681,                0.85744,                0.86111,                0.80868,                0.49677,                0.56954,                 3.2316,                0.17744,                0.39973,                 1.0818,              0.0013708,              0.0013708,              0.0013708
                    145,                0.65518,                 2.5713,                0.42843,                0.51458,                 1.1051,                      1,                0.99741,                  0.995,                0.88542,                 0.8578,                0.83796,                0.80164,                0.45421,                0.52299,                 3.6238,                0.16131,                0.42288,                 1.0585,              0.0013664,              0.0013664,              0.0013664
                    146,                0.64396,                 2.5201,                0.45664,                0.46777,                 1.0253,                      1,                0.98893,                  0.995,                0.88233,                0.86349,                0.83333,                 0.8171,                0.47363,                0.50286,                 4.5805,                0.13248,                0.40641,                 1.0583,               0.001362,               0.001362,               0.001362
                    147,                0.62448,                 2.6387,                0.46926,                0.52367,                 1.0662,                0.99102,                      1,                  0.995,                0.86944,                0.88022,                0.88889,                0.85541,                 0.5128,                0.54503,                 4.0474,                0.13899,                0.44317,                 1.0649,              0.0013576,              0.0013576,              0.0013576
                    148,                0.67923,                  2.457,                0.47343,                0.55615,                 1.1433,                0.99371,                      1,                  0.995,                0.89552,                0.88318,                0.88889,                0.86043,                0.51142,                0.55009,                 2.7993,                0.13439,                0.46076,                 1.0837,              0.0013532,              0.0013532,              0.0013532
                    149,                0.68499,                 2.7586,                0.44836,                0.53248,                 1.1125,                0.97021,                      1,                0.99446,                0.90306,                0.88898,                0.91667,                0.87627,                0.48745,                0.57646,                 2.5311,                0.16389,                0.43854,                 1.1585,              0.0013488,              0.0013488,              0.0013488
                    150,                 0.6439,                 2.7937,                0.49379,                0.49926,                 1.0874,                      1,                0.99534,                  0.995,                0.89695,                0.88842,                 0.8848,                0.86417,                0.52992,                0.64172,                 3.1544,                0.21038,                0.49595,                 1.1575,              0.0013444,              0.0013444,              0.0013444
                    151,                0.65784,                 2.5578,                0.48392,                0.52409,                 1.1161,                 0.9969,                      1,                  0.995,                0.90559,                0.91339,                0.91667,                0.90232,                0.53438,                0.56192,                 3.3645,                0.21645,                0.46034,                 1.0671,                0.00134,                0.00134,                0.00134
                    152,                0.67481,                 2.5935,                0.46853,                0.51833,                 1.0912,                0.90459,                0.91667,                0.98376,                0.90804,                0.73169,                0.86111,                0.83556,                0.47806,                0.52535,                 2.7464,                0.17901,                0.55009,                 1.0316,              0.0013356,              0.0013356,              0.0013356
                    153,                0.60764,                 2.5868,                0.43755,                0.48851,                 1.0654,                0.89363,                0.93366,                 0.9654,                0.89074,                0.76067,                0.79477,                0.78586,                0.45274,                0.57341,                 2.7914,                 0.1737,                0.55042,                 1.0529,              0.0013312,              0.0013312,              0.0013312
                    154,                0.64466,                 2.5181,                0.45588,                0.51141,                 1.0766,                0.89206,                0.91827,                0.95726,                0.89287,                0.76895,                0.69444,                0.72053,                0.42619,                0.55912,                 2.7303,                0.15344,                0.54682,                 1.0545,              0.0013268,              0.0013268,              0.0013268
                    155,                0.64076,                 2.4216,                 0.4317,                0.49678,                 1.0844,                0.93729,                0.88889,                0.96489,                 0.8775,                0.78876,                0.82983,                0.84562,                0.50783,                0.59485,                 2.5747,                0.13826,                0.55131,                 1.0717,              0.0013224,              0.0013224,              0.0013224
                    156,                 0.5715,                 2.2995,                0.43925,                0.46835,                 1.0154,                0.96254,                0.94444,                0.98852,                0.89825,                0.89949,                0.88889,                0.93205,                0.59353,                0.60185,                 2.2106,                0.13343,                0.53428,                 1.1153,               0.001318,               0.001318,               0.001318
                    157,                0.59678,                 2.3096,                 0.4708,                0.50752,                 1.0617,                0.97207,                0.96705,                0.98957,                 0.8811,                0.88759,                 0.8775,                0.90795,                0.62096,                0.61831,                  2.922,                0.13304,                0.50263,                 1.1546,              0.0013136,              0.0013136,              0.0013136
                    158,                0.58216,                 2.4113,                0.44893,                0.48504,                 1.0652,                0.94299,                0.94444,                0.98217,                 0.8913,                0.85953,                0.86111,                 0.8921,                0.58633,                0.66643,                 3.3502,                 0.1211,                0.53455,                 1.2176,              0.0013092,              0.0013092,              0.0013092
                    159,                0.60617,                 2.0913,                0.46586,                0.46184,                 1.0897,                0.94269,                0.97222,                0.98799,                0.88865,                0.80779,                0.83333,                0.85078,                0.56439,                0.58518,                 3.2126,                0.13318,                0.50545,                 1.0812,              0.0013048,              0.0013048,              0.0013048
                    160,                 0.6157,                  2.437,                0.45469,                0.46166,                 1.0776,                0.97288,                0.99645,                0.99365,                 0.8939,                0.83762,                0.85976,                0.84823,                0.54167,                0.55119,                 3.4016,                 0.1517,                0.43862,                 1.0328,              0.0013004,              0.0013004,              0.0013004
                    161,                0.59353,                 2.6168,                0.45297,                0.47152,                  1.043,                0.97183,                      1,                  0.995,                0.90231,                0.83457,                0.86111,                0.83427,                 0.5225,                0.59041,                 4.1441,                0.18995,                0.45414,                  1.072,               0.001296,               0.001296,               0.001296
                    162,                0.61888,                 2.6041,                0.43127,                0.47795,                 1.0526,                      1,                 0.9971,                  0.995,                0.89245,                 0.8887,                0.88722,                0.85789,                0.55283,                0.61129,                 3.3132,                0.24565,                0.51602,                 1.1098,              0.0012916,              0.0012916,              0.0012916
                    163,                0.62225,                 2.3454,                0.47684,                0.51598,                 1.0974,                0.99724,                      1,                  0.995,                 0.9054,                0.85755,                0.86111,                0.82441,                0.56958,                0.54511,                  3.132,                0.28802,                0.44011,                 1.0785,              0.0012872,              0.0012872,              0.0012872
                    164,                0.61857,                  2.454,                0.43748,                0.51802,                 1.0846,                 0.9985,                      1,                  0.995,                0.89389,                0.91456,                0.91667,                0.89992,                0.58564,                0.56728,                 3.1269,                0.27754,                 0.4393,                 1.0938,              0.0012828,              0.0012828,              0.0012828
                    165,                0.61216,                 2.4805,                0.44911,                0.46882,                 1.0561,                0.99284,                      1,                  0.995,                0.88648,                0.79886,                0.80556,                0.77845,                0.55313,                0.55719,                 3.0416,                0.22375,                0.40689,                 1.0703,              0.0012784,              0.0012784,              0.0012784
                    166,                0.59276,                 2.0393,                0.43057,                0.45185,                 1.0494,                      1,                0.99759,                  0.995,                0.91757,                0.80448,                0.80556,                0.76614,                0.54397,                0.51078,                  3.797,                0.18496,                0.45227,                 1.0323,               0.001274,               0.001274,               0.001274
                    167,                 0.5785,                 2.3159,                0.40991,                0.48611,                 1.0549,                      1,                 0.9997,                  0.995,                0.90737,                0.86035,                0.86111,                0.84332,                0.52585,                0.43877,                 3.8493,                0.14786,                0.45186,                0.99297,              0.0012696,              0.0012696,              0.0012696
                    168,                0.55674,                 2.1883,                0.42978,                0.44848,                 1.0324,                0.99772,                      1,                  0.995,                0.91096,                0.83112,                0.83333,                0.82021,                0.53859,                0.42093,                 3.9183,                0.13217,                0.37087,                0.98689,              0.0012652,              0.0012652,              0.0012652
                    169,                0.58343,                 2.3878,                0.46121,                 0.4605,                 1.0724,                0.99698,                      1,                  0.995,                0.92769,                0.86624,                0.86111,                0.84436,                0.56232,                0.42574,                 3.8955,                0.14902,                 0.3571,                0.98184,              0.0012608,              0.0012608,              0.0012608
                    170,                0.61464,                 2.2859,                0.47167,                0.48977,                 1.0848,                      1,                0.99068,                  0.995,                0.90739,                0.86032,                0.85557,                0.83913,                0.56906,                 0.5111,                 3.4482,                 0.1878,                0.39592,                0.99746,              0.0012564,              0.0012564,              0.0012564
                    171,                0.65036,                 2.2414,                0.43629,                0.49796,                 1.0849,                 0.9851,                0.97222,                0.99346,                0.91082,                0.83277,                0.83333,                0.84041,                0.58922,                 0.5452,                 3.2611,                0.20236,                 0.4667,                 1.0518,               0.001252,               0.001252,               0.001252
                    172,                0.58072,                 2.1386,                  0.444,                0.45198,                 1.0686,                 0.9714,                      1,                0.99446,                0.90337,                0.86258,                0.88889,                0.86886,                0.55595,                0.55379,                 3.0064,                 0.2122,                0.44363,                  1.095,              0.0012476,              0.0012476,              0.0012476
                    173,                0.63612,                 2.3225,                0.43123,                0.48151,                 1.0764,                      1,                0.96791,                0.99395,                0.90801,                0.88526,                0.86111,                0.85808,                0.58678,                0.52513,                 2.3157,                0.22572,                0.41072,                 1.1609,              0.0012432,              0.0012432,              0.0012432
